TCR_name,minimization_mode,total_score,tcr_chains,pmhc_chains,peptide_chain,mhc_only_chains,partners_tcr_pmhc,partners_pep_mhc,interface_dG_tcr_pmhc,dG_separated_tcr_pmhc,delta_sasa_tcr_pmhc,interface_dG_pep_mhc,dG_separated_pep_mhc,delta_sasa_pep_mhc,dE_binding_tcr_pmhc
Non-binding_donor1_row10018_cand000412,rosetta_sidechain,28355.075401380767,AB,MP,P,M,MP_AB,M_P,1138.7704661989264,1138.7704661989264,1044.57418170451,25760.844107971865,25760.844107971865,1535.5160396125918,1138.7704661990101
Non-binding_donor1_row0_cand000178,rosetta_sidechain,407.9137753934711,AB,MP,P,M,MP_AB,M_P,107.48064614780662,107.48064614780662,660.1579904856737,-31.571870613203174,-31.571870613203174,1697.0836429587355,107.48064614789001
Non-binding_donor1_row10057_cand000021,rosetta_sidechain,10204.47687024355,AB,MP,P,M,MP_AB,M_P,7447.3437065441885,7447.3437065441885,1636.1373427695485,694.8009926544472,694.8009926544472,483.7624499085124,7447.343706544368
Non-binding_donor1_row10160_cand000174,rosetta_sidechain,149.61965596741328,AB,MP,P,M,MP_AB,M_P,-3.0337223620138047,-3.0337223620138047,519.2424648133966,-29.893775719389538,-29.893775719389538,1685.7925184941475,-3.033722362509252
Non-binding_donor1_row10167_cand000068,rosetta_sidechain,182.09955350214844,AB,MP,P,M,MP_AB,M_P,0.0,0.0,0.0,0.08635217942520512,0.08635217942520512,77.56059354514915,2.1032064978498966e-12
Non-binding_donor1_row10221_cand000320,rosetta_sidechain,2843.413317151748,AB,MP,P,M,MP_AB,M_P,-1.2972775567868666,-1.2972775567868666,236.173145028156,0.0,0.0,0.0,-1.2972775569451187
Non-binding_donor1_row10226_cand000322,rosetta_sidechain,78972.55783787549,AB,MP,P,M,MP_AB,M_P,1820.9200399909605,1820.9200399909605,203.43864939194253,979.0311698329897,979.0311698329897,493.3390094580541,1820.9200399906258
Non-binding_donor1_row10248_cand000276,rosetta_sidechain,2735.416426656118,AB,MP,P,M,MP_AB,M_P,11.113138930368223,11.113138930368223,534.6997910437402,0.04367360432325995,0.04367360432325995,296.8521693742018,11.113138930535115
Non-binding_donor1_row10317_cand000179,rosetta_sidechain,8983.74375760651,AB,MP,P,M,MP_AB,M_P,-0.11357751971263497,-0.11357751971263497,36.355355702400885,0.0,0.0,0.0,-0.11357751971809193
Non-binding_donor1_row1026_cand000433,rosetta_sidechain,3401.7510051022205,AB,MP,P,M,MP_AB,M_P,1424.363891157433,1424.363891157433,1186.8534455981444,-2.839398590861663,-2.839398590861663,532.9687036784421,1424.363891157477
